@relation MINE-Indicator-2006TO2013-2713

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'2713N: Legitimacy of the State - Fund for Peace','2713: Legitimacy of the State - Fund for Peace',0.88855,-0.09521186,0.02432996,0.88855,6.0,0.9918477
'2713N: Legitimacy of the State - Fund for Peace','2707: Failed States Index Total - Fund for Peace',0.66422,-0.20935279,0.030399978,0.66266,6.2479277,0.93465114
'2713N: Legitimacy of the State - Fund for Peace','2715: Human Rights - Fund for Peace',0.662,-0.17955846,0.03639996,0.662,5.643856,0.91736495
'2713N: Legitimacy of the State - Fund for Peace','2717: Factionalized Elites - Fund for Peace',0.62381,-0.1924811,0.026419997,0.62381,6.169925,0.9034883
'2713N: Legitimacy of the State - Fund for Peace','2706: Failed States Index Rank - Fund for Peace',0.62216,-0.15312088,0.030640006,0.6214,6.2479277,-0.8805004
'2713N: Legitimacy of the State - Fund for Peace','0782: Adjusted net national income per capita  (constant 2005 US$) - WDI',0.58695,-0.03560376,0.05359,0.58376,6.0,-0.7890208
'2713N: Legitimacy of the State - Fund for Peace','2716: Security Apparatus - Fund for Peace',0.57673,-0.20925516,0.026080012,0.57384,6.2479277,0.88655806
'2713N: Legitimacy of the State - Fund for Peace','0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI',0.564,-0.09248251,0.054480016,0.56036,6.044394,-0.8102361
'2713N: Legitimacy of the State - Fund for Peace','2704: Corruption perceptions index - Transparency',0.55093,-0.22438157,0.06558001,0.55093,6.2094536,-0.8805178
'2713N: Legitimacy of the State - Fund for Peace','2714: Public Services - Fund for Peace',0.5273,-0.1523205,0.03443998,0.5273,5.5849624,0.824391
'2713N: Legitimacy of the State - Fund for Peace','2708: Demographic Pressures - Fund for Peace',0.52607,-0.1331914,0.028620005,0.52607,6.2094536,0.81194913
'2713N: Legitimacy of the State - Fund for Peace','0832: GNI per capita  (constant 2005 US$) - WDI',0.51918,-0.088796675,0.06816998,0.51918,6.0,-0.7797286
'2713N: Legitimacy of the State - Fund for Peace','1285: Life expectancy at birth; female  (years) - WDI',0.51171,0.11410862,0.024970025,0.51171,6.129283,-0.6305564
'2713N: Legitimacy of the State - Fund for Peace','0642: Secure Internet servers  (per 1 million people) - WDI',0.50712,0.06697729,0.046609998,0.50712,6.2094536,-0.66343254
'2713N: Legitimacy of the State - Fund for Peace','1098: Health expenditure per capita  (current US$) - WDI',0.50308,-0.09490484,0.041309983,0.50308,6.169925,-0.7732948
'2713N: Legitimacy of the State - Fund for Peace','0020: Land area  (sq. km) - WDI',0.49939,0.49694595,0.39056,0.49939,6.2479277,-0.049437456
'2713N: Legitimacy of the State - Fund for Peace','2711: Uneven Development - Fund for Peace',0.49361,-0.13643351,0.032930017,0.49361,5.523562,0.7937528
'2713N: Legitimacy of the State - Fund for Peace','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI',0.48128,-0.13687691,0.061100006,0.48128,6.087463,-0.78622955
'2713N: Legitimacy of the State - Fund for Peace','0353: Agriculture value added per worker  (constant 2005 US$) - WDI',0.47396,0.052955836,0.04861,0.47084,6.129283,-0.64884835
'2713N: Legitimacy of the State - Fund for Peace','0028: Surface area  (sq. km) - WDI',0.46991,0.4669529,0.35644,0.46991,6.2479277,-0.05437936
'2713N: Legitimacy of the State - Fund for Peace','1901: Fixed-broadband subscriptions per 100 inhabitants - ITU',0.4672,-0.17983755,0.035840005,0.4672,6.129283,-0.80438644
'2713N: Legitimacy of the State - Fund for Peace','2718: External Intervention - Fund for Peace',0.46679,-0.17403713,0.041990012,0.46541,6.2479277,0.8005168
'2713N: Legitimacy of the State - Fund for Peace','0640: Fixed broadband subscriptions  (per 100 people) - WDI',0.4662,-0.18130904,0.03714001,0.4662,6.129283,-0.80467945
