@relation MINE-Indicator-2006TO2013-2707_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
0,'2707N: Failed States Index Total - Fund for Peace','2707: Failed States Index Total - Fund for Peace',0.92998,-0.06378,0.02127,0.92988,6.247928,0.996875,cluster10
1,'2707N: Failed States Index Total - Fund for Peace','2706: Failed States Index Rank - Fund for Peace',0.91389,-0.010087,0.0248,0.91348,6.247928,-0.961237,cluster1
2,'2707N: Failed States Index Total - Fund for Peace','0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI',0.68993,0.006139,0.07043,0.68787,6.044394,-0.826917,cluster1
3,'2707N: Failed States Index Total - Fund for Peace','0782: Adjusted net national income per capita  (constant 2005 US$) - WDI',0.68958,0.01696,0.0428,0.68703,6,-0.820134,cluster1
4,'2707N: Failed States Index Total - Fund for Peace','2714: Public Services - Fund for Peace',0.67941,-0.160648,0.05567,0.67941,5.954197,0.916547,cluster10
5,'2707N: Failed States Index Total - Fund for Peace','2716: Security Apparatus - Fund for Peace',0.67854,-0.191512,0.05806,0.67854,6.209454,0.932766,cluster10
6,'2707N: Failed States Index Total - Fund for Peace','2713: Legitimacy of the State - Fund for Peace',0.66766,-0.206907,0.03467,0.66635,6.247928,0.935183,cluster10
7,'2707N: Failed States Index Total - Fund for Peace','0642: Secure Internet servers  (per 1 million people) - WDI',0.65439,0.237265,0.05162,0.65439,6.209454,-0.645852,cluster1
8,'2707N: Failed States Index Total - Fund for Peace','2708: Demographic Pressures - Fund for Peace',0.65419,-0.175085,0.03508,0.65419,6.129283,0.910645,cluster10
9,'2707N: Failed States Index Total - Fund for Peace','0832: GNI per capita  (constant 2005 US$) - WDI',0.64486,-0.023893,0.03572,0.64486,6,-0.817774,cluster1
10,'2707N: Failed States Index Total - Fund for Peace','2715: Human Rights - Fund for Peace',0.64425,-0.173415,0.04794,0.64425,5.584962,0.904248,cluster10
11,'2707N: Failed States Index Total - Fund for Peace','0810: GDP per capita  (constant 2005 US$) - WDI',0.6366,0.01258,0.05776,0.63504,6.247928,-0.78995,cluster1
12,'2707N: Failed States Index Total - Fund for Peace','2717: Factionalized Elites - Fund for Peace',0.62554,-0.195473,0.04657,0.62371,6.247928,0.906098,cluster10
13,'2707N: Failed States Index Total - Fund for Peace','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI',0.61499,0.100977,0.06836,0.61307,6.169925,-0.716947,cluster1
14,'2707N: Failed States Index Total - Fund for Peace','0781: Adjusted net national income per capita  (current US$) - WDI',0.6133,-0.039857,0.03282,0.6133,6.169925,-0.808181,cluster1
15,'2707N: Failed States Index Total - Fund for Peace','2711: Uneven Development - Fund for Peace',0.60768,-0.139889,0.03372,0.60768,6.129283,0.864621,cluster10
16,'2707N: Failed States Index Total - Fund for Peace','0379: Electric power consumption  (kWh per capita) - WDI',0.60713,0.218599,0.05187,0.60383,6.044394,-0.623323,cluster1
17,'2707N: Failed States Index Total - Fund for Peace','0830: GNI per capita; Atlas method  (current US$) - WDI',0.60182,-0.023505,0.02832,0.60182,6.209454,-0.790775,cluster1
18,'2707N: Failed States Index Total - Fund for Peace','0836: GNI per capita; PPP  (constant 2011 international $) - WDI',0.59669,0.057896,0.04415,0.59473,6.087463,-0.734026,cluster1
19,'2707N: Failed States Index Total - Fund for Peace','1098: Health expenditure per capita  (current US$) - WDI',0.58819,0.001019,0.03407,0.58819,6.247928,-0.766271,cluster1
20,'2707N: Failed States Index Total - Fund for Peace','0808: GDP per capita  (current US$) - WDI',0.5832,-0.013658,0.02831,0.58146,6.247928,-0.772566,cluster1
21,'2707N: Failed States Index Total - Fund for Peace','2718: External Intervention - Fund for Peace',0.58115,-0.180422,0.03708,0.57923,6.247928,0.872681,cluster10
22,'2707N: Failed States Index Total - Fund for Peace','0353: Agriculture value added per worker  (constant 2005 US$) - WDI',0.57816,0.128148,0.04414,0.57527,6.129283,-0.67083,cluster1
23,'2707N: Failed States Index Total - Fund for Peace','0813: GDP per capita; PPP  (current international $) - WDI',0.57568,0.091757,0.05124,0.57401,6.247928,-0.695646,cluster1
24,'2707N: Failed States Index Total - Fund for Peace','0952: School enrollment; secondary  (\% gross) - WDI',0.57408,0.013983,0.04877,0.57198,6,-0.748396,cluster1
25,'2707N: Failed States Index Total - Fund for Peace','0835: GNI per capita; PPP  (current international $) - WDI',0.57366,0.075299,0.04488,0.57366,6.209454,-0.705947,cluster1
26,'2707N: Failed States Index Total - Fund for Peace','0953: School enrollment; secondary; female  (\% gross) - WDI',0.57343,0.019728,0.03695,0.57343,5.954197,-0.744111,cluster1
27,'2707N: Failed States Index Total - Fund for Peace','1035: Improved water source  (\% of population with access) - WDI',0.57299,0.153801,0.05903,0.57101,6.247928,-0.647448,cluster1
28,'2707N: Failed States Index Total - Fund for Peace','0814: GDP per capita; PPP  (constant 2011 international $) - WDI',0.56968,0.080764,0.03634,0.5679,6.247928,-0.699226,cluster1
29,'2707N: Failed States Index Total - Fund for Peace','1167: GDP per person employed  (constant 2011 PPP $) - WDI',0.56707,0.14737,0.06247,0.56707,6.209454,-0.647843,cluster1
30,'2707N: Failed States Index Total - Fund for Peace','1899: Percentage of Individuals using the Internet (\%) - ITU',0.56696,-0.142524,0.0585,0.56517,6.247928,-0.842309,cluster1
31,'2707N: Failed States Index Total - Fund for Peace','2712: Poverty and Economic Decline - Fund for Peace',0.56687,-0.120145,0.08186,0.56503,6.247928,0.828864,cluster10
32,'2707N: Failed States Index Total - Fund for Peace','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI',0.56478,-0.097626,0.06184,0.56478,6.247928,-0.813883,cluster1
33,'2707N: Failed States Index Total - Fund for Peace','1028: Mortality rate; under-5  (per 1;000 live births) - WDI',0.56274,0.120116,0.05862,0.56274,6.247928,0.6653,cluster12
34,'2707N: Failed States Index Total - Fund for Peace','1901: Fixed-broadband subscriptions per 100 inhabitants - ITU',0.55972,-0.125308,0.05003,0.55972,6.169925,-0.827664,cluster1
35,'2707N: Failed States Index Total - Fund for Peace','1283: Mortality rate; infant  (per 1;000 live births) - WDI',0.55738,0.062889,0.05669,0.55738,6.247928,0.703201,cluster12
36,'2707N: Failed States Index Total - Fund for Peace','2704: Corruption perceptions index - Transparency',0.55584,-0.212026,0.03817,0.55584,6.209454,-0.876279,cluster1
37,'2707N: Failed States Index Total - Fund for Peace','1031: Mortality rate; neonatal  (per 1;000 live births) - WDI',0.55534,0.01807,0.07162,0.55534,6.247928,0.732987,cluster12
38,'2707N: Failed States Index Total - Fund for Peace','0640: Fixed broadband subscriptions  (per 100 people) - WDI',0.55511,-0.129187,0.04187,0.55338,6.209454,-0.827223,cluster1
39,'2707N: Failed States Index Total - Fund for Peace','0643: Internet users  (per 100 people) - WDI',0.54905,-0.161776,0.04158,0.54905,6.247928,-0.843105,cluster1
40,'2707N: Failed States Index Total - Fund for Peace','2709: Refugees and IDPs - Fund for Peace',0.54396,-0.126807,0.03203,0.54226,6.247928,0.819004,cluster10
