@relation MINE-Indicator-2011-1954_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15}

@data
0,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0813: GDP per capita; PPP  (current international $) - WDI - 745',1,0.02668,0.02618,1,3.584963,0.98657,cluster15
1,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746',1,0.02668,0.02618,1,3.584963,0.98657,cluster15
2,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0835: GNI per capita; PPP  (current international $) - WDI - 767',1,0.009288,0.01594,1,4,0.995345,cluster15
3,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768',1,0.009291,0.01594,1,4,0.995344,cluster15
4,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1954: Gross national income per capita (PPP int. $) - WHO - 1679',0.99997,0.004507,0.01592,0.99997,3.584963,0.997729,cluster15
5,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0808: GDP per capita  (current US$) - WDI - 740',0.9885,0.183705,0.07258,0.98416,4.459432,0.897103,cluster15
6,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080',0.96904,0.076333,0.06197,0.96175,4.321928,0.944832,cluster15
7,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0832: GNI per capita  (constant 2005 US$) - WDI - 764',0.96875,0.199829,0.05391,0.96207,4.169925,0.876882,cluster15
8,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0782: Adjusted net national income per capita  (constant 2005 US$) - WDI - 714',0.94559,0.170049,0.02552,0.9354,4.169925,0.880648,cluster15
9,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0830: GNI per capita; Atlas method  (current US$) - WDI - 762',0.93061,0.132985,0.04366,0.92259,4.459432,0.893099,cluster15
10,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI - 1014',0.89815,0.254856,0.02227,0.88079,4.459432,0.802056,cluster15
11,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0810: GDP per capita  (constant 2005 US$) - WDI - 742',0.89169,0.129765,0.06181,0.89169,4.321928,0.872883,cluster15
12,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0379: Electric power consumption  (kWh per capita) - WDI - 365',0.89095,0.484955,0.14951,0.87948,4.169925,0.637177,cluster9
13,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0781: Adjusted net national income per capita  (current US$) - WDI - 713',0.88382,0.134183,0.03351,0.88382,4.321928,0.865816,cluster15
14,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI - 609',0.85679,0.26902,0.06774,0.83831,4.169925,0.766661,cluster9
15,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0388: CO2 emissions  (metric tons per capita) - WDI - 374',0.84658,0.234732,0.06065,0.84658,4.321928,0.782207,cluster9
16,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1098: Health expenditure per capita  (current US$) - WDI - 1013',0.83956,0.311042,0.0339,0.82265,4.459432,0.726993,cluster9
17,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0380: Energy use  (kg of oil equivalent per capita) - WDI - 366',0.82792,0.259052,0.05876,0.80699,4.169925,0.754234,cluster9
18,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD - 1327',0.79867,0.128197,0.083,0.77561,4.169925,0.818824,cluster9
19,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0736: Agriculture; value added  (\% of GDP) - WDI - 668',0.79811,0.428009,0.07513,0.78038,4.321928,-0.608359,cluster12
20,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0643: Internet users  (per 100 people) - WDI - 584',0.77705,0.16223,0.0773,0.77705,4.321928,0.784104,cluster9
21,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1899: Percentage of Individuals using the Internet (\%) - ITU - 1657',0.77562,0.161552,0.0933,0.77562,4.321928,0.783625,cluster9
22,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI - 404',0.77314,0.430507,0.09965,0.77314,4.321928,0.585349,cluster9
23,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0898: Pupil-teacher ratio; primary - WDI - 828',0.76485,0.427393,0.07541,0.74107,4.169925,-0.580911,cluster12
24,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1416: Account at a financial institution; income; richest 60\%  (\% ages 15+) - WDI - 1321',0.75686,0.26734,0.10622,0.75686,4.169925,0.699657,cluster9
25,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1028: Mortality rate; under-5  (per 1;000 live births) - WDI - 952',0.75416,0.45956,0.1112,0.73697,4.459432,-0.542771,cluster12
26,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2714: Public Services - Fund for Peace - 1709',0.74584,0.131718,0.04673,0.74584,4.321928,-0.783659,cluster12
27,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1413: Account at a financial institution; male  (\% age 15+) - WDI - 1318',0.74577,0.231496,0.05393,0.74577,4.169925,0.717129,cluster9
28,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2712: Poverty and Economic Decline - Fund for Peace - 1707',0.7372,0.135653,0.03788,0.7372,4.321928,-0.775595,cluster12
29,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1283: Mortality rate; infant  (per 1;000 live births) - WDI - 1189',0.7336,0.399909,0.10619,0.7191,4.459432,-0.57766,cluster12
30,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1031: Mortality rate; neonatal  (per 1;000 live births) - WDI - 953',0.72512,0.352358,0.1065,0.70929,4.459432,-0.610542,cluster12
31,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2708: Demographic Pressures - Fund for Peace - 1703',0.72469,0.164821,0.08015,0.72469,4.321928,-0.748244,cluster12
32,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1415: Account at a financial institution; income; poorest 40\%  (\% ages 15+) - WDI - 1320',0.72315,0.214285,0.04557,0.72315,4.169925,0.713348,cluster9
33,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1412: Account at a financial institution  (\% age 15+) - WDI - 1317',0.72262,0.220209,0.05629,0.72262,4.169925,0.70881,cluster9
34,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1289: Survival to age 65; female  (\% of cohort) - WDI - 1194',0.70718,0.368011,0.08824,0.70718,4.321928,0.582382,cluster9
35,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0954: School enrollment; secondary; male  (\% gross) - WDI - 884',0.70145,0.275173,0.09733,0.67488,4.169925,0.652899,cluster9
36,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0638: Fixed telephone subscriptions  (per 100 people) - WDI - 579',0.69838,0.268883,0.09126,0.69838,4.321928,0.65536,cluster9
37,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU - 1656',0.69659,0.268883,0.09141,0.69659,4.321928,0.653993,cluster9
38,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1295: Population ages 0-14  (\% of total) - WDI - 1200',0.68925,0.26121,0.11101,0.68925,4.321928,-0.654248,cluster12
39,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0640: Fixed broadband subscriptions  (per 100 people) - WDI - 581',0.6863,0.175093,0.03548,0.6863,4.321928,0.714987,cluster9
40,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1901: Fixed-broadband subscriptions per 100 inhabitants - ITU - 1659',0.68434,0.174631,0.04747,0.68434,4.321928,0.713939,cluster9
41,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1286: Life expectancy at birth; total  (years) - WDI - 1191',0.68329,0.273848,0.07805,0.68329,4.321928,0.639876,cluster9
42,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1924: Psychiatrists working in mental health sector (per 100;000) - WHO - 1666',0.67476,0.328776,0.07853,0.67476,4.321928,0.588204,cluster9
43,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0353: Agriculture value added per worker  (constant 2005 US$) - WDI - 345',0.67146,0.30557,0.04251,0.64755,4.321928,0.604889,cluster9
44,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0062: Primary income receipts  (BoP; current US$) - WDI - 59',0.66858,0.482594,0.05263,0.64478,4.321928,0.431261,cluster2
45,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0953: School enrollment; secondary; female  (\% gross) - WDI - 883',0.66748,0.30082,0.08108,0.66748,4,0.605525,cluster9
46,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1287: Life expectancy at birth; male  (years) - WDI - 1192',0.66482,0.230885,0.09765,0.66482,4.321928,0.658738,cluster9
47,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0952: School enrollment; secondary  (\% gross) - WDI - 882',0.66403,0.263243,0.07887,0.66403,4,0.633077,cluster9
48,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1285: Life expectancy at birth; female  (years) - WDI - 1190',0.66297,0.285858,0.05604,0.66297,4.321928,0.614095,cluster9
49,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1300: Age dependency ratio; young  (\% of working-age population) - WDI - 1205',0.66278,0.26707,0.0688,0.66278,4.321928,-0.629055,cluster12
50,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2706: Failed States Index Rank - Fund for Peace - 1701',0.66114,0.171847,0.05063,0.66114,4.321928,0.699495,cluster9
51,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2707: Failed States Index Total - Fund for Peace - 1702',0.66026,0.103873,0.04975,0.66026,4.321928,-0.745914,cluster12
52,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0320: Net ODA received  (\% of GNI) - WDI - 312',0.65819,0.459596,0.07752,0.62615,4.169925,-0.445639,cluster4
53,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2718: External Intervention - Fund for Peace - 1713',0.65527,0.181417,0.11691,0.65527,4.321928,-0.68837,cluster12
54,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1278: Birth rate; crude  (per 1;000 people) - WDI - 1185',0.65334,0.294977,0.07174,0.65334,4.321928,-0.598635,cluster12
55,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI - 972',0.65102,0.321879,0.06902,0.65102,4.321928,0.573708,cluster9
56,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1051: Lifetime risk of maternal death  (\%) - WDI - 973',0.65102,0.454902,0.06181,0.65102,4.321928,-0.442852,cluster4
57,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI - 1183',0.64787,0.389173,0.03485,0.63326,4.321928,-0.508622,cluster4
58,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1414: Account at a financial institution; female  (\% age 15+) - WDI - 1319',0.64771,0.18515,0.07162,0.64771,4.169925,0.680118,cluster9
59,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0032: Primary income payments  (BoP; current US$) - WDI - 29',0.64394,0.428912,0.06117,0.62118,4.321928,0.463711,cluster2
60,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI - 987',0.6436,0.409252,0.06218,0.6436,4.321928,-0.484095,cluster4
61,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1095: External resources for health  (\% of total expenditure on health) - WDI - 1010',0.64268,0.491122,0.05561,0.64268,4.169925,-0.389304,cluster4
62,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0773: Adjusted savings: particulate emission damage  (\% of GNI) - WDI - 705',0.6401,0.38624,0.11412,0.62256,4.321928,-0.503845,cluster4
63,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0641: Secure Internet servers - WDI - 582',0.63936,0.558167,0.08799,0.63936,4.321928,0.284945,cluster2
64,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1035: Improved water source  (\% of population with access) - WDI - 957',0.63595,0.368025,0.03004,0.63595,4.321928,0.517615,cluster2
65,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0642: Secure Internet servers  (per 1 million people) - WDI - 583',0.63227,0.290145,0.09061,0.63227,4.321928,0.584915,cluster9
66,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1058: Improved sanitation facilities  (\% of population with access) - WDI - 975',0.6322,0.267826,0.04223,0.6322,4.321928,0.603634,cluster9
67,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0539: Distance to frontier score  (0=lowest performance to 100=frontier) - WDI - 488',0.63083,0.209765,0.09601,0.63083,4.321928,0.648895,cluster9
68,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0066: Service exports  (BoP; current US$) - WDI - 63',0.62985,0.433946,0.04899,0.60543,4.321928,0.442611,cluster2
69,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1297: Population ages 65 and above  (\% of total) - WDI - 1202',0.62261,0.375332,0.09699,0.62261,4.321928,0.497271,cluster2
70,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO - 1787',0.62104,0.394074,0.089,0.59524,4.169925,0.476409,cluster2
71,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1967: Total fertility rate (per woman) - WHO - 1684',0.61748,0.344318,0.03269,0.61748,4.321928,-0.522649,cluster4
72,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1402: Commercial service exports  (current US$) - WDI - 1307',0.61739,0.419845,0.05424,0.59625,4.321928,0.444461,cluster2
73,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1059: Improved sanitation facilities; rural  (\% of rural population with access) - WDI - 976',0.61583,0.226393,0.04105,0.61583,4.321928,0.624049,cluster9
74,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0053: Portfolio Investment; net  (BoP; current US$) - WDI - 50',0.61499,0.568095,0.38193,0.5935,4.321928,-0.216552,cluster3
75,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0063: Exports of goods and services  (BoP; current US$) - WDI - 60',0.61322,0.431149,0.05906,0.59488,4.321928,0.426698,cluster2
76,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO - 1811',0.6068,0.289819,0.04483,0.58477,4.169925,0.563011,cluster2
77,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO - 1812',0.60227,0.332339,0.12275,0.58167,4.169925,0.519549,cluster2
78,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1093: Incidence of tuberculosis  (per 100;000 people) - WDI - 1008',0.60201,0.466226,0.06677,0.58276,4.459432,-0.368489,cluster4
79,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1060: Improved sanitation facilities; urban  (\% of urban population with access) - WDI - 977',0.60166,0.29009,0.05149,0.60166,4.321928,0.558184,cluster2
80,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0068: Exports of goods; services and primary income  (BoP; current US$) - WDI - 65',0.59766,0.402978,0.06604,0.57619,4.321928,0.441228,cluster2
81,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1299: Age dependency ratio; old  (\% of working-age population) - WDI - 1204',0.59673,0.369101,0.08366,0.59673,4.321928,0.477104,cluster2
82,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO - 1739',0.59633,0.516178,0.1276,0.57709,4.321928,0.283111,cluster2
83,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0904: Gross intake ratio in first grade of primary education; total  (\% of relevant age group) - WDI - 834',0.59461,0.516638,0.25228,0.56551,4.169925,-0.279235,cluster3
84,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0571: Time to import  (days) - WDI - 517',0.59356,0.386864,0.15596,0.59356,4.321928,-0.454638,cluster4
85,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1016: Prevalence of anemia among children  (\% of children under 5) - WDI - 943',0.5919,0.223218,0.05946,0.5919,4.321928,-0.607192,cluster12
86,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI - 34',0.59144,0.304488,0.07581,0.56669,4.169925,0.535679,cluster2
87,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1296: Population ages 15-64  (\% of total) - WDI - 1201',0.58855,0.203386,0.03801,0.58855,4.321928,0.620616,cluster9
88,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1288: Fertility rate; total  (births per woman) - WDI - 1193',0.58841,0.312245,0.0315,0.58841,4.321928,-0.525514,cluster4
89,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0289: Net official flows from UN agencies; UNDP  (current US$) - WDI - 281',0.5877,0.31685,0.06762,0.55804,4.169925,-0.520433,cluster4
90,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1312: Rural population  (\% of total population) - WDI - 1217',0.58694,0.144723,0.07594,0.57181,4.459432,-0.664994,cluster12
91,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1315: Urban population  (\% of total) - WDI - 1220',0.58694,0.144686,0.07594,0.57181,4.459432,0.665022,cluster9
92,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2719: Human Flight - Fund for Peace - 1714',0.58674,0.022559,0.05023,0.58674,4.321928,-0.75112,cluster12
93,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0361: Electric power transmission and distribution losses  (\% of output) - WDI - 350',0.58613,0.431217,0.08668,0.55826,4.169925,-0.393591,cluster4
94,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO - 1792',0.58568,0.395607,0.06415,0.58568,4.321928,0.435974,cluster2
95,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1298: Age dependency ratio  (\% of working-age population) - WDI - 1203',0.58348,0.238974,0.04583,0.58348,4.321928,-0.586947,cluster12
96,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO - 1744',0.57989,0.481804,0.15338,0.55714,4.321928,0.313188,cluster2
97,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0059: ICT service exports  (BoP; current US$) - WDI - 56',0.57964,0.355633,0.04426,0.57964,4.169925,0.473294,cluster2
98,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO - 1780',0.57817,0.389402,0.05197,0.57817,4.321928,0.434475,cluster2
99,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0577: Cost of business start-up procedures  (\% of GNI per capita) - WDI - 521',0.57792,0.446801,0.05919,0.57792,4.321928,-0.362104,cluster4
100,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0697: Exports of goods and services  (current US$) - WDI - 629',0.5751,0.389735,0.096,0.5751,4.321928,0.43054,cluster2
101,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0798: Forest rents  (\% of GDP) - WDI - 730',0.5751,0.444009,0.0588,0.5751,3.807355,-0.362065,cluster4
102,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0636: Mobile cellular subscriptions  (per 100 people) - WDI - 577',0.57478,0.281827,0.09779,0.57478,4.321928,0.541251,cluster2
103,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1290: Survival to age 65; male  (\% of cohort) - WDI - 1195',0.57436,0.15566,0.08105,0.57436,4.321928,0.64707,cluster9
104,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO - 1783',0.57405,0.426188,0.02363,0.5521,4.321928,0.384528,cluster2
105,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1323: International tourism; receipts for travel items  (current US$) - WDI - 1228',0.57387,0.427775,0.05059,0.57387,4.321928,0.382224,cluster2
106,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0921: Repeaters; primary; female  (\% of female enrollment) - WDI - 851',0.57331,0.375926,0.08477,0.53897,4.169925,-0.444279,cluster4
107,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1034: Improved water source; urban  (\% of urban population with access) - WDI - 956',0.57282,0.40627,0.0419,0.55159,4.459432,0.408105,cluster2
108,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1895: Mobile-cellular telephone subscriptions - ITU - 1653',0.57227,0.280338,0.06684,0.57227,4.321928,0.540307,cluster2
109,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU - 1654',0.57227,0.280338,0.06684,0.57227,4.321928,0.540307,cluster2
110,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1903: Cellular subscribers (per 100 population) - WHO - 1660',0.56675,0.267392,0.06736,0.56675,4.321928,0.547136,cluster2
111,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO - 1793',0.56428,0.417347,0.05438,0.53923,4.321928,0.383318,cluster2
112,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO - 1737',0.56086,0.376197,0.08925,0.54507,4.321928,0.429724,cluster2
113,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0038: Imports of goods; services and primary income  (BoP; current US$) - WDI - 35',0.55904,0.388076,0.02013,0.53571,4.321928,0.413477,cluster2
114,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO - 1782',0.55532,0.302242,0.03147,0.53824,4.321928,0.503069,cluster2
115,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1321: International tourism; receipts for passenger transport items  (current US$) - WDI - 1226',0.55482,0.391012,0.14338,0.52626,4.169925,0.404732,cluster2
116,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1075: People practicing open defecation  (\% of population) - WDI - 991',0.55136,0.346323,0.03894,0.55136,4.321928,-0.452811,cluster4
117,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI - 698',0.55012,0.457437,0.04674,0.53061,4.459432,0.304439,cluster2
118,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI - 1184',0.54596,0.209057,0.0672,0.52864,4.321928,-0.580433,cluster1
119,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1319: International tourism; receipts  (current US$) - WDI - 1224',0.54329,0.399274,0.01889,0.54329,4.321928,0.379494,cluster2
120,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1324: International tourism; expenditures for travel items  (current US$) - WDI - 1229',0.54325,0.355502,0.03581,0.54325,4.321928,0.433299,cluster2
121,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO - 1798',0.54144,0.352633,0.05104,0.52389,4.321928,0.434519,cluster2
122,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1074: People practicing open defecation; urban  (\% of urban population) - WDI - 990',0.54086,0.427125,0.07884,0.54086,4.321928,-0.337246,cluster4
123,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO - 1817',0.53937,0.324773,0.09692,0.52571,4.321928,0.463246,cluster2
124,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0456: Commercial bank branches  (per 100;000 adults) - WDI - 406',0.53683,0.388725,0.07339,0.53683,4.321928,0.384844,cluster2
125,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1033: Improved water source; rural  (\% of rural population with access) - WDI - 955',0.53661,0.253641,0.03144,0.53661,4.321928,0.531948,cluster2
126,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0639: Fixed broadband subscriptions - WDI - 580',0.53529,0.510496,0.08354,0.53529,4.321928,0.15746,cluster10
127,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0699: Exports of goods and services  (constant 2005 US$) - WDI - 631',0.53515,0.390948,0.04481,0.516,4.169925,0.379739,cluster2
128,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','2741: Merchandise trade-Exports-Iron and steel (US dollar at current prices) - WTO - 1736',0.53358,0.456823,0.12551,0.53358,4.169925,0.277051,cluster10
129,'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1900: Fixed-broadband subscriptions - ITU - 1658',0.53241,0.507888,0.082,0.53241,4.321928,0.156594,cluster10
