@relation MINE-Indicator-2011-1954

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0813: GDP per capita; PPP  (current international $) - WDI - 745',1.0,0.026679516,0.02617997,1.0,3.5849626,0.98657006
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746',1.0,0.026679516,0.02617997,1.0,3.5849626,0.98657006
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0835: GNI per capita; PPP  (current international $) - WDI - 767',1.0,0.009288311,0.01594001,1.0,4.0,0.995345
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768',1.0,0.009290695,0.01594001,1.0,4.0,0.9953438
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1954: Gross national income per capita (PPP int. $) - WHO - 1679',0.99997,0.0045069456,0.015920043,0.99997,3.5849626,0.99772894
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0808: GDP per capita  (current US$) - WDI - 740',0.9885,0.18370545,0.07257998,0.98416,4.4594316,0.8971034
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080',0.96904,0.0763334,0.061969995,0.96175,4.321928,0.9448315
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0832: GNI per capita  (constant 2005 US$) - WDI - 764',0.96875,0.19982874,0.053909957,0.96207,4.169925,0.87688154
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0782: Adjusted net national income per capita  (constant 2005 US$) - WDI - 714',0.94559,0.17004889,0.025519967,0.9354,4.169925,0.88064814
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0830: GNI per capita; Atlas method  (current US$) - WDI - 762',0.93061,0.1329847,0.043659985,0.92259,4.4594316,0.8930987
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI - 1014',0.89815,0.25485557,0.022269964,0.88079,4.4594316,0.8020564
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0810: GDP per capita  (constant 2005 US$) - WDI - 742',0.89169,0.12976515,0.061810017,0.89169,4.321928,0.8728831
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0379: Electric power consumption  (kWh per capita) - WDI - 365',0.89095,0.48495504,0.14951003,0.87948,4.169925,0.63717735
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0781: Adjusted net national income per capita  (current US$) - WDI - 713',0.88382,0.13418275,0.03350997,0.88382,4.321928,0.86581594
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI - 609',0.85679,0.2690202,0.06773996,0.83831,4.169925,0.76666147
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0388: CO2 emissions  (metric tons per capita) - WDI - 374',0.84658,0.23473167,0.06064999,0.84658,4.321928,0.78220737
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1098: Health expenditure per capita  (current US$) - WDI - 1013',0.83956,0.31104183,0.033899963,0.82265,4.4594316,0.72699255
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','0380: Energy use  (kg of oil equivalent per capita) - WDI - 366',0.82792,0.2590518,0.058760047,0.80699,4.169925,0.75423354
'1954N: Gross national income per capita (PPP int. $) - WHO - 7','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD - 1327',0.79867,0.1281972,0.083000004,0.77561,4.169925,0.81882405
