@relation MINE-Indicator-2011-0808

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'0808N: GDP per capita  (current US$) - WDI - 5','0781: Adjusted net national income per capita  (current US$) - WDI - 713',1.0,0.044929683,0.065810025,0.98377,4.5849624,0.977277
'0808N: GDP per capita  (current US$) - WDI - 5','0808: GDP per capita  (current US$) - WDI - 740',1.0,0.005237043,0.046119988,1.0,4.321928,0.99737805
'0808N: GDP per capita  (current US$) - WDI - 5','0832: GNI per capita  (constant 2005 US$) - WDI - 764',1.0,0.060851753,0.046410024,1.0,4.321928,0.9690966
'0808N: GDP per capita  (current US$) - WDI - 5','0830: GNI per capita; Atlas method  (current US$) - WDI - 762',0.9909,0.031056046,0.060150027,0.9909,4.5849624,0.97971624
'0808N: GDP per capita  (current US$) - WDI - 5','0835: GNI per capita; PPP  (current international $) - WDI - 767',0.9874,0.13419253,0.039900005,0.9874,4.5849624,0.9236923
'0808N: GDP per capita  (current US$) - WDI - 5','0813: GDP per capita; PPP  (current international $) - WDI - 745',0.9853,0.14429885,0.025279999,0.9853,4.5849624,0.91706115
'0808N: GDP per capita  (current US$) - WDI - 5','0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746',0.9853,0.14429885,0.025279999,0.9853,4.5849624,0.91706115
'0808N: GDP per capita  (current US$) - WDI - 5','0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768',0.9846,0.13124567,0.031340003,0.97512,4.5849624,0.9237718
'0808N: GDP per capita  (current US$) - WDI - 5','1954: Gross national income per capita (PPP int. $) - WHO - 1679',0.98416,0.16806203,0.06540996,0.97925,4.4594316,0.9033814
'0808N: GDP per capita  (current US$) - WDI - 5','0782: Adjusted net national income per capita  (constant 2005 US$) - WDI - 714',0.94709,3.0106306E-4,0.01899004,0.94709,4.321928,0.9730308
'0808N: GDP per capita  (current US$) - WDI - 5','0810: GDP per capita  (constant 2005 US$) - WDI - 742',0.94145,-0.011893988,0.025330007,0.94145,4.5849624,0.97639334
'0808N: GDP per capita  (current US$) - WDI - 5','0736: Agriculture; value added  (% of GDP) - WDI - 668',0.88947,0.60340977,0.045080006,0.87387,4.5849624,-0.53484595
'0808N: GDP per capita  (current US$) - WDI - 5','0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI - 609',0.88586,0.09945321,0.07810998,0.88586,4.321928,0.8867958
'0808N: GDP per capita  (current US$) - WDI - 5','1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080',0.88077,0.09987426,0.061720014,0.87333,4.5849624,0.8836831
'0808N: GDP per capita  (current US$) - WDI - 5','2714: Public Services - Fund for Peace - 1709',0.87178,0.29809862,0.20604998,0.8608,4.4594316,-0.75741756
'0808N: GDP per capita  (current US$) - WDI - 5','1098: Health expenditure per capita  (current US$) - WDI - 1013',0.86398,0.05857253,0.067310035,0.86398,4.5849624,0.89744496
'0808N: GDP per capita  (current US$) - WDI - 5','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI - 1014',0.8545,0.06289691,0.028640032,0.8545,4.5849624,0.8897208
'0808N: GDP per capita  (current US$) - WDI - 5','0379: Electric power consumption  (kWh per capita) - WDI - 365',0.81134,0.30880475,0.04177004,0.81134,4.321928,0.7088972
