@relation MINE-Indicator-2011-0808_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
0,'0808N: GDP per capita  (current US$) - WDI - 5','0781: Adjusted net national income per capita  (current US$) - WDI - 713',1,0.04493,0.06581,0.98377,4.584962,0.977277,cluster5
1,'0808N: GDP per capita  (current US$) - WDI - 5','0808: GDP per capita  (current US$) - WDI - 740',1,0.005237,0.04612,1,4.321928,0.997378,cluster5
2,'0808N: GDP per capita  (current US$) - WDI - 5','0832: GNI per capita  (constant 2005 US$) - WDI - 764',1,0.060852,0.04641,1,4.321928,0.969097,cluster5
3,'0808N: GDP per capita  (current US$) - WDI - 5','0830: GNI per capita; Atlas method  (current US$) - WDI - 762',0.9909,0.031056,0.06015,0.9909,4.584962,0.979716,cluster5
4,'0808N: GDP per capita  (current US$) - WDI - 5','0835: GNI per capita; PPP  (current international $) - WDI - 767',0.9874,0.134193,0.0399,0.9874,4.584962,0.923692,cluster5
5,'0808N: GDP per capita  (current US$) - WDI - 5','0813: GDP per capita; PPP  (current international $) - WDI - 745',0.9853,0.144299,0.02528,0.9853,4.584962,0.917061,cluster5
6,'0808N: GDP per capita  (current US$) - WDI - 5','0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746',0.9853,0.144299,0.02528,0.9853,4.584962,0.917061,cluster5
7,'0808N: GDP per capita  (current US$) - WDI - 5','0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768',0.9846,0.131246,0.03134,0.97512,4.584962,0.923772,cluster5
8,'0808N: GDP per capita  (current US$) - WDI - 5','1954: Gross national income per capita (PPP int. $) - WHO - 1679',0.98416,0.168062,0.06541,0.97925,4.459432,0.903381,cluster5
9,'0808N: GDP per capita  (current US$) - WDI - 5','0782: Adjusted net national income per capita  (constant 2005 US$) - WDI - 714',0.94709,0.000301,0.01899,0.94709,4.321928,0.973031,cluster5
