@relation MINE-Indicator-2006TO2013-2704

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'2704N: Corruption perceptions index - Transparency','2704: Corruption perceptions index - Transparency',0.86457,-0.115923285,0.018749952,0.86457,5.9068904,0.9901986
'2704N: Corruption perceptions index - Transparency','0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI',0.62275,-0.10139221,0.042019963,0.61975,6.044394,0.85096544
'2704N: Corruption perceptions index - Transparency','0782: Adjusted net national income per capita  (constant 2005 US$) - WDI',0.61292,-0.12162799,0.04892999,0.61292,5.9068904,0.85705775
'2704N: Corruption perceptions index - Transparency','0642: Secure Internet servers  (per 1 million people) - WDI',0.61278,0.1507237,0.04863,0.61278,6.2094536,0.6797472
'2704N: Corruption perceptions index - Transparency','0832: GNI per capita  (constant 2005 US$) - WDI',0.57796,-0.14196211,0.03593999,0.57796,5.9541965,0.84848225
'2704N: Corruption perceptions index - Transparency','0781: Adjusted net national income per capita  (current US$) - WDI',0.56773,-0.11290127,0.06789002,0.56773,6.169925,0.8250038
'2704N: Corruption perceptions index - Transparency','2714: Public Services - Fund for Peace',0.56144,-0.14192879,0.045970023,0.55693,6.2094536,-0.83867085
'2704N: Corruption perceptions index - Transparency','0810: GDP per capita  (constant 2005 US$) - WDI',0.56022,-0.102653384,0.058979988,0.56021,6.2479277,0.81417036
'2704N: Corruption perceptions index - Transparency','0379: Electric power consumption  (kWh per capita) - WDI',0.55379,0.14188069,0.08363998,0.55076,6.044394,0.6418016
'2704N: Corruption perceptions index - Transparency','1098: Health expenditure per capita  (current US$) - WDI',0.55295,-0.052583873,0.043579996,0.5506,6.2479277,0.7781606
'2704N: Corruption perceptions index - Transparency','2707: Failed States Index Total - Fund for Peace',0.55064,-0.21419156,0.028319985,0.54883,6.2094536,-0.87454647
'2704N: Corruption perceptions index - Transparency','2713: Legitimacy of the State - Fund for Peace',0.53979,-0.22598839,0.045869976,0.53881,6.2094536,-0.8750876
'2704N: Corruption perceptions index - Transparency','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI',0.53589,-0.10398424,0.07693997,0.5334,6.2479277,0.7999214
'2704N: Corruption perceptions index - Transparency','0736: Agriculture; value added  (% of GDP) - WDI',0.53122,0.17767459,0.08606002,0.52853,6.169925,-0.59459686
'2704N: Corruption perceptions index - Transparency','0830: GNI per capita; Atlas method  (current US$) - WDI',0.52985,-0.12844819,0.039689988,0.52985,6.2094536,0.81135577
'2704N: Corruption perceptions index - Transparency','2706: Failed States Index Rank - Fund for Peace',0.52902,-0.12604481,0.045049995,0.52902,5.321928,0.80936074
'2704N: Corruption perceptions index - Transparency','1899: Percentage of Individuals using the Internet (%) - ITU',0.52024,-0.15325737,0.051809996,0.51808,6.2479277,0.8206689
'2704N: Corruption perceptions index - Transparency','0836: GNI per capita; PPP  (constant 2011 international $) - WDI',0.51719,-0.007912636,0.045379966,0.51719,6.087463,0.72463965
'2704N: Corruption perceptions index - Transparency','0808: GDP per capita  (current US$) - WDI',0.51518,-0.11067748,0.042250007,0.51268,6.2479277,0.7911115
